state_abbv,county,state_name,country,county_state,Date,Confirmed,Deaths,Recovered
AL,Elmore,Alabama,US,"Elmore, AL",4/1/2020,14,0,0
AL,Escambia,Alabama,US,"Escambia, AL",4/1/2020,1,0,0
AL,Etowah,Alabama,US,"Etowah, AL",4/1/2020,10,1,0
AL,Fayette,Alabama,US,"Fayette, AL",4/1/2020,1,0,0
AL,Franklin,Alabama,US,"Franklin, AL",4/1/2020,3,0,0
AL,Geneva,Alabama,US,"Geneva, AL",4/1/2020,0,0,0
AL,Greene,Alabama,US,"Greene, AL",4/1/2020,4,0,0
AL,Hale,Alabama,US,"Hale, AL",4/1/2020,1,0,0
AL,Henry,Alabama,US,"Henry, AL",4/1/2020,0,0,0
AL,Houston,Alabama,US,"Houston, AL",4/1/2020,8,0,0
AL,Jackson,Alabama,US,"Jackson, AL",4/1/2020,8,1,0
AL,Jefferson,Alabama,US,"Jefferson, AL",4/1/2020,292,4,0
AL,Lamar,Alabama,US,"Lamar, AL",4/1/2020,1,0,0
AL,Lauderdale,Alabama,US,"Lauderdale, AL",4/1/2020,12,1,0
AL,Lawrence,Alabama,US,"Lawrence, AL",4/1/2020,3,0,0
AL,Lee,Alabama,US,"Lee, AL",4/1/2020,81,2,0
AL,Limestone,Alabama,US,"Limestone, AL",4/1/2020,23,0,0
AL,Lowndes,Alabama,US,"Lowndes, AL",4/1/2020,1,0,0
AL,Macon,Alabama,US,"Macon, AL",4/1/2020,1,0,0
AL,Madison,Alabama,US,"Madison, AL",4/1/2020,105,1,0
AL,Marengo,Alabama,US,"Marengo, AL",4/1/2020,4,0,0
AL,Marion,Alabama,US,"Marion, AL",4/1/2020,9,2,0
AL,Marshall,Alabama,US,"Marshall, AL",4/1/2020,6,0,0
AL,Mobile,Alabama,US,"Mobile, AL",4/1/2020,56,3,0
AL,Monroe,Alabama,US,"Monroe, AL",4/1/2020,1,0,0
AL,Montgomery,Alabama,US,"Montgomery, AL",4/1/2020,35,1,0
AL,Morgan,Alabama,US,"Morgan, AL",4/1/2020,19,0,0
AL,Perry,Alabama,US,"Perry, AL",4/1/2020,0,0,0
AL,Pickens,Alabama,US,"Pickens, AL",4/1/2020,4,0,0
AL,Pike,Alabama,US,"Pike, AL",4/1/2020,5,0,0
AL,Randolph,Alabama,US,"Randolph, AL",4/1/2020,5,0,0
AL,Russell,Alabama,US,"Russell, AL",4/1/2020,1,0,0
AL,Shelby,Alabama,US,"Shelby, AL",4/1/2020,88,3,0
AL,St. Clair,Alabama,US,"St. Clair, AL",4/1/2020,18,0,0
AL,Sumter,Alabama,US,"Sumter, AL",4/1/2020,2,0,0
AL,Talladega,Alabama,US,"Talladega, AL",4/1/2020,7,0,0
AL,Tallapoosa,Alabama,US,"Tallapoosa, AL",4/1/2020,13,1,0
AL,Tuscaloosa,Alabama,US,"Tuscaloosa, AL",4/1/2020,30,0,0
AL,Walker,Alabama,US,"Walker, AL",4/1/2020,32,0,0
AL,Washington,Alabama,US,"Washington, AL",4/1/2020,3,1,0
AL,Wilcox,Alabama,US,"Wilcox, AL",4/1/2020,3,0,0
AL,Winston,Alabama,US,"Winston, AL",4/1/2020,2,0,0
Alaska,Aaall,Alaska,US,Alaska,4/1/2020,133,3,0
AK,Aleutians East Borough,Alaska,US,"Aleutians East Borough, AK",4/1/2020,0,0,0
AK,Aleutians West Census Area,Alaska,US,"Aleutians West Census Area, AK",4/1/2020,0,0,0
AK,Anchorage Municipality,Alaska,US,"Anchorage Municipality, AK",4/1/2020,65,2,0
AK,Bethel Census Area,Alaska,US,"Bethel Census Area, AK",4/1/2020,0,0,0
AK,Bristol Bay Borough,Alaska,US,"Bristol Bay Borough, AK",4/1/2020,0,0,0
AK,Denali Borough,Alaska,US,"Denali Borough, AK",4/1/2020,0,0,0
AK,Dillingham Census Area,Alaska,US,"Dillingham Census Area, AK",4/1/2020,0,0,0
AK,Fairbanks North Star Borough,Alaska,US,"Fairbanks North Star Borough, AK",4/1/2020,35,0,0
AK,Haines Borough,Alaska,US,"Haines Borough, AK",4/1/2020,0,0,0
AK,Hoonah-Angoon Census Area,Alaska,US,"Hoonah-Angoon Census Area, AK",4/1/2020,0,0,0
AK,Juneau City and Borough,Alaska,US,"Juneau City and Borough, AK",4/1/2020,9,0,0
AK,Kenai Peninsula Borough,Alaska,US,"Kenai Peninsula Borough, AK",4/1/2020,8,0,0
AK,Ketchikan Gateway Borough,Alaska,US,"Ketchikan Gateway Borough, AK",4/1/2020,13,0,0
AK,Kodiak Island Borough,Alaska,US,"Kodiak Island Borough, AK",4/1/2020,0,0,0
AK,Kusilvak Census Area,Alaska,US,"Kusilvak Census Area, AK",4/1/2020,0,0,0
AK,Lake and Peninsula Borough,Alaska,US,"Lake and Peninsula Borough, AK",4/1/2020,0,0,0
AK,Matanuska-Susitna Borough,Alaska,US,"Matanuska-Susitna Borough, AK",4/1/2020,3,0,0
AK,Nome Census Area,Alaska,US,"Nome Census Area, AK",4/1/2020,0,0,0
AK,North Slope Borough,Alaska,US,"North Slope Borough, AK",4/1/2020,0,0,0
AK,Northwest Arctic Borough,Alaska,US,"Northwest Arctic Borough, AK",4/1/2020,0,0,0
AK,Petersburg Census Area,Alaska,US,"Petersburg Census Area, AK",4/1/2020,0,0,0
AK,Prince of Wales-Hyder Census Area,Alaska,US,"Prince of Wales-Hyder Census Area, AK",4/1/2020,0,0,0
AK,Sitka City and Borough,Alaska,US,"Sitka City and Borough, AK",4/1/2020,0,0,0
AK,Skagway Municipality,Alaska,US,"Skagway Municipality, AK",4/1/2020,0,0,0
AK,Southeast Fairbanks Census Area,Alaska,US,"Southeast Fairbanks Census Area, AK",4/1/2020,0,0,0
AK,Valdez-Cordova Census Area,Alaska,US,"Valdez-Cordova Census Area, AK",4/1/2020,0,0,0
AK,Wrangell City and Borough,Alaska,US,"Wrangell City and Borough, AK",4/1/2020,0,0,0
AK,Yakutat City and Borough,Alaska,US,"Yakutat City and Borough, AK",4/1/2020,0,0,0
AK,Yukon-Koyukuk Census Area,Alaska,US,"Yukon-Koyukuk Census Area, AK",4/1/2020,0,0,0
Arizona,Aaall,Arizona,US,Arizona,4/1/2020,1413,29,0
AZ,Apache,Arizona,US,"Apache, AZ",4/1/2020,17,0,0
AZ,Cochise,Arizona,US,"Cochise, AZ",4/1/2020,4,0,0
AZ,Coconino,Arizona,US,"Coconino, AZ",4/1/2020,85,3,0
AZ,Gila,Arizona,US,"Gila, AZ",4/1/2020,1,0,0
AZ,Graham,Arizona,US,"Graham, AZ",4/1/2020,2,0,0
AZ,Greenlee,Arizona,US,"Greenlee, AZ",4/1/2020,1,0,0
AZ,La Paz,Arizona,US,"La Paz, AZ",4/1/2020,2,0,0
AZ,Maricopa,Arizona,US,"Maricopa, AZ",4/1/2020,871,8,0
AZ,Mohave,Arizona,US,"Mohave, AZ",4/1/2020,7,0,0
AZ,Navajo,Arizona,US,"Navajo, AZ",4/1/2020,102,1,0
AZ,Pima,Arizona,US,"Pima, AZ",4/1/2020,217,6,0
AZ,Pinal,Arizona,US,"Pinal, AZ",4/1/2020,65,0,0
AZ,Santa Cruz,Arizona,US,"Santa Cruz, AZ",4/1/2020,3,0,0
AZ,Yavapai,Arizona,US,"Yavapai, AZ",4/1/2020,24,0,0
AZ,Yuma,Arizona,US,"Yuma, AZ",4/1/2020,12,0,0
Arkansas,Aaall,Arkansas,US,Arkansas,4/1/2020,584,8,42
AR,Arkansas,Arkansas,US,"Arkansas, AR",4/1/2020,2,0,0
AR,Ashley,Arkansas,US,"Ashley, AR",4/1/2020,2,0,0
AR,Baxter,Arkansas,US,"Baxter, AR",4/1/2020,2,0,0
AR,Benton,Arkansas,US,"Benton, AR",4/1/2020,38,0,0
AR,Boone,Arkansas,US,"Boone, AR",4/1/2020,2,0,0
AR,Bradley,Arkansas,US,"Bradley, AR",4/1/2020,4,0,0
AR,Calhoun,Arkansas,US,"Calhoun, AR",4/1/2020,2,0,0
AR,Carroll,Arkansas,US,"Carroll, AR",4/1/2020,2,0,0
AR,Chicot,Arkansas,US,"Chicot, AR",4/1/2020,2,0,0
AR,Clark,Arkansas,US,"Clark, AR",4/1/2020,24,0,0
AR,Clay,Arkansas,US,"Clay, AR",4/1/2020,2,0,0
AR,Cleburne,Arkansas,US,"Cleburne, AR",4/1/2020,61,2,0
AR,Cleveland,Arkansas,US,"Cleveland, AR",4/1/2020,3,0,0
AR,Columbia,Arkansas,US,"Columbia, AR",4/1/2020,2,0,0
AR,Conway,Arkansas,US,"Conway, AR",4/1/2020,2,0,0
AR,Craighead,Arkansas,US,"Craighead, AR",4/1/2020,8,0,0
AR,Crawford,Arkansas,US,"Crawford, AR",4/1/2020,2,0,0
AR,Crittenden,Arkansas,US,"Crittenden, AR",4/1/2020,29,0,0
AR,Cross,Arkansas,US,"Cross, AR",4/1/2020,4,0,0
AR,Dallas,Arkansas,US,"Dallas, AR",4/1/2020,2,0,0
AR,Desha,Arkansas,US,"Desha, AR",4/1/2020,4,0,0
AR,Drew,Arkansas,US,"Drew, AR",4/1/2020,4,0,0
AR,Faulkner,Arkansas,US,"Faulkner, AR",4/1/2020,36,1,0
AR,Franklin,Arkansas,US,"Franklin, AR",4/1/2020,0,0,0
AR,Fulton,Arkansas,US,"Fulton, AR",4/1/2020,0,0,0
AR,Garland,Arkansas,US,"Garland, AR",4/1/2020,31,0,0
AR,Grant,Arkansas,US,"Grant, AR",4/1/2020,4,0,0
AR,Greene,Arkansas,US,"Greene, AR",4/1/2020,4,0,0
AR,Hempstead,Arkansas,US,"Hempstead, AR",4/1/2020,4,0,0
AR,Hot Spring,Arkansas,US,"Hot Spring, AR",4/1/2020,4,0,0
AR,Howard,Arkansas,US,"Howard, AR",4/1/2020,4,0,0
AR,Independence,Arkansas,US,"Independence, AR",4/1/2020,4,0,0
AR,Izard,Arkansas,US,"Izard, AR",4/1/2020,0,0,0
AR,Jackson,Arkansas,US,"Jackson, AR",4/1/2020,0,0,0
AR,Jefferson,Arkansas,US,"Jefferson, AR",4/1/2020,42,0,0
AR,Johnson,Arkansas,US,"Johnson, AR",4/1/2020,2,0,0
AR,Lafayette,Arkansas,US,"Lafayette, AR",4/1/2020,0,0,0
AR,Lawrence,Arkansas,US,"Lawrence, AR",4/1/2020,4,0,0
AR,Lee,Arkansas,US,"Lee, AR",4/1/2020,0,0,0
AR,Lincoln,Arkansas,US,"Lincoln, AR",4/1/2020,6,0,0
AR,Little River,Arkansas,US,"Little River, AR",4/1/2020,0,0,0
AR,Logan,Arkansas,US,"Logan, AR",4/1/2020,0,0,0
AR,Lonoke,Arkansas,US,"Lonoke, AR",4/1/2020,4,0,0
AR,Madison,Arkansas,US,"Madison, AR",4/1/2020,0,0,0
AR,Marion,Arkansas,US,"Marion, AR",4/1/2020,0,0,0
AR,Miller,Arkansas,US,"Miller, AR",4/1/2020,2,0,0
AR,Mississippi,Arkansas,US,"Mississippi, AR",4/1/2020,0,0,0
AR,Monroe,Arkansas,US,"Monroe, AR",4/1/2020,0,0,0
AR,Montgomery,Arkansas,US,"Montgomery, AR",4/1/2020,0,0,0
AR,Nevada,Arkansas,US,"Nevada, AR",4/1/2020,2,0,0
AR,Newton,Arkansas,US,"Newton, AR",4/1/2020,2,0,0
AR,Ouachita,Arkansas,US,"Ouachita, AR",4/1/2020,0,0,0
AR,Perry,Arkansas,US,"Perry, AR",4/1/2020,2,0,0
AR,Phillips,Arkansas,US,"Phillips, AR",4/1/2020,0,0,0
AR,Pike,Arkansas,US,"Pike, AR",4/1/2020,3,0,0
AR,Poinsett,Arkansas,US,"Poinsett, AR",4/1/2020,5,0,0
AR,Polk,Arkansas,US,"Polk, AR",4/1/2020,3,0,0
AR,Pope,Arkansas,US,"Pope, AR",4/1/2020,6,0,0
AR,Prairie,Arkansas,US,"Prairie, AR",4/1/2020,0,0,0
AR,Pulaski,Arkansas,US,"Pulaski, AR",4/1/2020,107,0,0
AR,Randolph,Arkansas,US,"Randolph, AR",4/1/2020,2,0,0
AR,Saline,Arkansas,US,"Saline, AR",4/1/2020,13,0,0
AR,Scott,Arkansas,US,"Scott, AR",4/1/2020,0,0,0
AR,Searcy,Arkansas,US,"Searcy, AR",4/1/2020,3,0,0
AR,Sebastian,Arkansas,US,"Sebastian, AR",4/1/2020,8,0,0
AR,Sevier,Arkansas,US,"Sevier, AR",4/1/2020,3,0,0
AR,Sharp,Arkansas,US,"Sharp, AR",4/1/2020,0,0,0
AR,St. Francis,Arkansas,US,"St. Francis, AR",4/1/2020,2,0,0
AR,Stone,Arkansas,US,"Stone, AR",4/1/2020,5,0,0
AR,Union,Arkansas,US,"Union, AR",4/1/2020,9,0,0
AR,Van Buren,Arkansas,US,"Van Buren, AR",4/1/2020,20,0,0
AR,Washington,Arkansas,US,"Washington, AR",4/1/2020,22,0,0
AR,White,Arkansas,US,"White, AR",4/1/2020,11,0,0
AR,Woodruff,Arkansas,US,"Woodruff, AR",4/1/2020,2,0,0
AR,Yell,Arkansas,US,"Yell, AR",4/1/2020,0,0,0
California,Aaall,California,US,California,4/1/2020,9599,206,3
CA,Alameda,California,US,"Alameda, CA",4/1/2020,339,8,0
CA,Alpine,California,US,"Alpine, CA",4/1/2020,1,0,0
CA,Amador,California,US,"Amador, CA",4/1/2020,3,0,0
CA,Butte,California,US,"Butte, CA",4/1/2020,9,0,0
CA,Calaveras,California,US,"Calaveras, CA",4/1/2020,3,0,0
CA,Colusa,California,US,"Colusa, CA",4/1/2020,1,0,0
CA,Contra Costa,California,US,"Contra Costa, CA",4/1/2020,250,3,0
CA,Del Norte,California,US,"Del Norte, CA",4/1/2020,0,0,0
CA,El Dorado,California,US,"El Dorado, CA",4/1/2020,18,0,0
CA,Fresno,California,US,"Fresno, CA",4/1/2020,82,0,0
CA,Glenn,California,US,"Glenn, CA",4/1/2020,2,0,0
CA,Humboldt,California,US,"Humboldt, CA",4/1/2020,28,0,0
CA,Imperial,California,US,"Imperial, CA",4/1/2020,38,0,0
CA,Inyo,California,US,"Inyo, CA",4/1/2020,8,0,0
CA,Kern,California,US,"Kern, CA",4/1/2020,126,1,0
CA,Kings,California,US,"Kings, CA",4/1/2020,5,0,0
CA,Lake,California,US,"Lake, CA",4/1/2020,0,0,0
CA,Lassen,California,US,"Lassen, CA",4/1/2020,0,0,0
CA,Los Angeles,California,US,"Los Angeles, CA",4/1/2020,3518,65,0
CA,Madera,California,US,"Madera, CA",4/1/2020,25,1,1
CA,Marin,California,US,"Marin, CA",4/1/2020,107,5,0
CA,Mariposa,California,US,"Mariposa, CA",4/1/2020,0,0,0
CA,Mendocino,California,US,"Mendocino, CA",4/1/2020,4,0,0
CA,Merced,California,US,"Merced, CA",4/1/2020,10,0,0
CA,Modoc,California,US,"Modoc, CA",4/1/2020,0,0,0
CA,Mono,California,US,"Mono, CA",4/1/2020,13,1,0
CA,Monterey,California,US,"Monterey, CA",4/1/2020,42,2,0
CA,Napa,California,US,"Napa, CA",4/1/2020,18,1,0
CA,Nevada,California,US,"Nevada, CA",4/1/2020,26,0,0
CA,Orange,California,US,"Orange, CA",4/1/2020,606,10,0
CA,Placer,California,US,"Placer, CA",4/1/2020,78,2,0
CA,Plumas,California,US,"Plumas, CA",4/1/2020,1,0,0
CA,Riverside,California,US,"Riverside, CA",4/1/2020,429,14,30
CA,Sacramento,California,US,"Sacramento, CA",4/1/2020,314,9,0
CA,San Benito,California,US,"San Benito, CA",4/1/2020,23,1,10
CA,San Bernardino,California,US,"San Bernardino, CA",4/1/2020,183,6,0
CA,San Diego,California,US,"San Diego, CA",4/1/2020,849,15,0
CA,San Francisco,California,US,"San Francisco, CA",4/1/2020,434,7,0
CA,San Joaquin,California,US,"San Joaquin, CA",4/1/2020,161,8,0
CA,San Luis Obispo,California,US,"San Luis Obispo, CA",4/1/2020,80,0,0
CA,San Mateo,California,US,"San Mateo, CA",4/1/2020,388,10,0
CA,Santa Barbara,California,US,"Santa Barbara, CA",4/1/2020,99,0,0
CA,Santa Clara,California,US,"Santa Clara, CA",4/1/2020,956,32,0
CA,Santa Cruz,California,US,"Santa Cruz, CA",4/1/2020,54,1,0
CA,Shasta,California,US,"Shasta, CA",4/1/2020,7,1,0
CA,Sierra,California,US,"Sierra, CA",4/1/2020,0,0,0
CA,Siskiyou,California,US,"Siskiyou, CA",4/1/2020,3,0,0
CA,Solano,California,US,"Solano, CA",4/1/2020,54,0,0
CA,Sonoma,California,US,"Sonoma, CA",4/1/2020,77,1,13
CA,Stanislaus,California,US,"Stanislaus, CA",4/1/2020,44,0,0
CA,Sutter,California,US,"Sutter, CA",4/1/2020,11,0,0
CA,Tehama,California,US,"Tehama, CA",4/1/2020,0,0,0
CA,Trinity,California,US,"Trinity, CA",4/1/2020,0,0,0
CA,Tulare,California,US,"Tulare, CA",4/1/2020,59,2,3
CA,Tuolumne,California,US,"Tuolumne, CA",4/1/2020,1,0,0
CA,Ventura,California,US,"Ventura, CA",4/1/2020,160,5,16
CA,Yolo,California,US,"Yolo, CA",4/1/2020,28,1,0
CA,Yuba,California,US,"Yuba, CA",4/1/2020,7,0,0
Colorado,Aaall,Colorado,US,Colorado,4/1/2020,3342,80,0
CO,Adams,Colorado,US,"Adams, CO",4/1/2020,212,0,0
CO,Alamosa,Colorado,US,"Alamosa, CO",4/1/2020,4,0,0
CO,Arapahoe,Colorado,US,"Arapahoe, CO",4/1/2020,381,0,0
CO,Archuleta,Colorado,US,"Archuleta, CO",4/1/2020,1,0,0
CO,Baca,Colorado,US,"Baca, CO",4/1/2020,3,0,0
CO,Bent,Colorado,US,"Bent, CO",4/1/2020,0,0,0
CO,Boulder,Colorado,US,"Boulder, CO",4/1/2020,114,0,0
CO,Broomfield,Colorado,US,"Broomfield, CO",4/1/2020,21,0,0
CO,Chaffee,Colorado,US,"Chaffee, CO",4/1/2020,17,0,0
CO,Cheyenne,Colorado,US,"Cheyenne, CO",4/1/2020,0,0,0
CO,Clear Creek,Colorado,US,"Clear Creek, CO",4/1/2020,6,0,0
CO,Conejos,Colorado,US,"Conejos, CO",4/1/2020,0,0,0
CO,Costilla,Colorado,US,"Costilla, CO",4/1/2020,3,0,0
CO,Crowley,Colorado,US,"Crowley, CO",4/1/2020,1,1,0
CO,Custer,Colorado,US,"Custer, CO",4/1/2020,0,0,0
CO,Delta,Colorado,US,"Delta, CO",4/1/2020,1,0,0
CO,Denver,Colorado,US,"Denver, CO",4/1/2020,586,0,0
CO,Dolores,Colorado,US,"Dolores, CO",4/1/2020,0,0,0
CO,Douglas,Colorado,US,"Douglas, CO",4/1/2020,158,0,0
CO,Eagle,Colorado,US,"Eagle, CO",4/1/2020,295,0,0
CO,El Paso,Colorado,US,"El Paso, CO",4/1/2020,314,3,0
CO,Elbert,Colorado,US,"Elbert, CO",4/1/2020,5,0,0
CO,Fremont,Colorado,US,"Fremont, CO",4/1/2020,2,0,0
CO,Garfield,Colorado,US,"Garfield, CO",4/1/2020,34,0,0
CO,Gilpin,Colorado,US,"Gilpin, CO",4/1/2020,0,0,0
CO,Grand,Colorado,US,"Grand, CO",4/1/2020,4,0,0
CO,Gunnison,Colorado,US,"Gunnison, CO",4/1/2020,84,0,0
CO,Hinsdale,Colorado,US,"Hinsdale, CO",4/1/2020,1,0,0
CO,Huerfano,Colorado,US,"Huerfano, CO",4/1/2020,1,0,0
CO,Jackson,Colorado,US,"Jackson, CO",4/1/2020,0,0,0
CO,Jefferson,Colorado,US,"Jefferson, CO",4/1/2020,356,0,0
CO,Kiowa,Colorado,US,"Kiowa, CO",4/1/2020,0,0,0
CO,Kit Carson,Colorado,US,"Kit Carson, CO",4/1/2020,4,0,0
CO,La Plata,Colorado,US,"La Plata, CO",4/1/2020,23,0,0
CO,Lake,Colorado,US,"Lake, CO",4/1/2020,2,0,0
CO,Larimer,Colorado,US,"Larimer, CO",4/1/2020,107,0,0
CO,Las Animas,Colorado,US,"Las Animas, CO",4/1/2020,0,0,0
CO,Lincoln,Colorado,US,"Lincoln, CO",4/1/2020,1,0,0
CO,Logan,Colorado,US,"Logan, CO",4/1/2020,6,0,0
CO,Mesa,Colorado,US,"Mesa, CO",4/1/2020,14,0,0
CO,Mineral,Colorado,US,"Mineral, CO",4/1/2020,2,0,0
CO,Moffat,Colorado,US,"Moffat, CO",4/1/2020,4,0,0
CO,Montezuma,Colorado,US,"Montezuma, CO",4/1/2020,1,0,0
CO,Montrose,Colorado,US,"Montrose, CO",4/1/2020,13,0,0
CO,Morgan,Colorado,US,"Morgan, CO",4/1/2020,5,0,0
CO,Otero,Colorado,US,"Otero, CO",4/1/2020,3,0,0
CO,Ouray,Colorado,US,"Ouray, CO",4/1/2020,0,0,0
CO,Park,Colorado,US,"Park, CO",4/1/2020,3,0,0
CO,Phillips,Colorado,US,"Phillips, CO",4/1/2020,1,0,0
CO,Pitkin,Colorado,US,"Pitkin, CO",4/1/2020,33,0,0
CO,Prowers,Colorado,US,"Prowers, CO",4/1/2020,0,0,0
CO,Pueblo,Colorado,US,"Pueblo, CO",4/1/2020,22,0,0
CO,Rio Blanco,Colorado,US,"Rio Blanco, CO",4/1/2020,0,0,0
CO,Rio Grande,Colorado,US,"Rio Grande, CO",4/1/2020,5,0,0
CO,Routt,Colorado,US,"Routt, CO",4/1/2020,19,0,0
CO,Saguache,Colorado,US,"Saguache, CO",4/1/2020,1,0,0
CO,San Juan,Colorado,US,"San Juan, CO",4/1/2020,0,0,0
CO,San Miguel,Colorado,US,"San Miguel, CO",4/1/2020,4,0,0
CO,Sedgwick,Colorado,US,"Sedgwick, CO",4/1/2020,0,0,0
CO,Summit,Colorado,US,"Summit, CO",4/1/2020,23,0,0
CO,Teller,Colorado,US,"Teller, CO",4/1/2020,7,0,0
CO,Washington,Colorado,US,"Washington, CO",4/1/2020,1,0,0
CO,Weld,Colorado,US,"Weld, CO",4/1/2020,293,0,0
CO,Yuma,Colorado,US,"Yuma, CO",4/1/2020,2,0,0
Connecticut,Aaall,Connecticut,US,Connecticut,4/1/2020,3557,85,0
CT,Fairfield,Connecticut,US,"Fairfield, CT",4/1/2020,1986,46,0
CT,Hartford,Connecticut,US,"Hartford, CT",4/1/2020,469,11,0
CT,Litchfield,Connecticut,US,"Litchfield, CT",4/1/2020,131,1,0
CT,Middlesex,Connecticut,US,"Middlesex, CT",4/1/2020,66,2,0
CT,New Haven,Connecticut,US,"New Haven, CT",4/1/2020,611,15,0
CT,New London,Connecticut,US,"New London, CT",4/1/2020,29,1,0
CT,Tolland,Connecticut,US,"Tolland, CT",4/1/2020,61,7,0
CT,Windham,Connecticut,US,"Windham, CT",4/1/2020,19,0,0
Delaware,Aaall,Delaware,US,Delaware,4/1/2020,368,11,49
DE,Kent,Delaware,US,"Kent, DE",4/1/2020,41,0,0
DE,New Castle,Delaware,US,"New Castle, DE",4/1/2020,226,0,0
DE,Sussex,Delaware,US,"Sussex, DE",4/1/2020,101,0,0
District of Columbia,Aaall,District of Columbia,US,District of Columbia,4/1/2020,586,11,0
DC,District of Columbia,District of Columbia,US,"District of Columbia, DC",4/1/2020,586,11,0
Florida,Aaall,Florida,US,Florida,4/1/2020,7773,101,0
FL,Alachua,Florida,US,"Alachua, FL",4/1/2020,92,0,0
FL,Baker,Florida,US,"Baker, FL",4/1/2020,9,0,0
FL,Bay,Florida,US,"Bay, FL",4/1/2020,13,0,0
FL,Bradford,Florida,US,"Bradford, FL",4/1/2020,3,0,0
FL,Brevard,Florida,US,"Brevard, FL",4/1/2020,47,0,0
FL,Broward,Florida,US,"Broward, FL",4/1/2020,1348,11,0
FL,Calhoun,Florida,US,"Calhoun, FL",4/1/2020,1,0,0
FL,Charlotte,Florida,US,"Charlotte, FL",4/1/2020,26,0,0
FL,Citrus,Florida,US,"Citrus, FL",4/1/2020,23,1,0
FL,Clay,Florida,US,"Clay, FL",4/1/2020,53,4,0
FL,Collier,Florida,US,"Collier, FL",4/1/2020,158,0,0
FL,Columbia,Florida,US,"Columbia, FL",4/1/2020,3,0,0
FL,DeSoto,Florida,US,"DeSoto, FL",4/1/2020,7,0,0
FL,Dixie,Florida,US,"Dixie, FL",4/1/2020,0,0,0
FL,Duval,Florida,US,"Duval, FL",4/1/2020,239,3,0
FL,Escambia,Florida,US,"Escambia, FL",4/1/2020,96,0,0
FL,Flagler,Florida,US,"Flagler, FL",4/1/2020,24,0,0
FL,Franklin,Florida,US,"Franklin, FL",4/1/2020,0,0,0
FL,Gadsden,Florida,US,"Gadsden, FL",4/1/2020,1,0,0
FL,Gilchrist,Florida,US,"Gilchrist, FL",4/1/2020,0,0,0
FL,Glades,Florida,US,"Glades, FL",4/1/2020,3,0,0
FL,Gulf,Florida,US,"Gulf, FL",4/1/2020,1,0,0
FL,Hamilton,Florida,US,"Hamilton, FL",4/1/2020,0,0,0
FL,Hardee,Florida,US,"Hardee, FL",4/1/2020,1,0,0
FL,Hendry,Florida,US,"Hendry, FL",4/1/2020,4,0,0
FL,Hernando,Florida,US,"Hernando, FL",4/1/2020,28,0,0
FL,Highlands,Florida,US,"Highlands, FL",4/1/2020,21,1,0
FL,Hillsborough,Florida,US,"Hillsborough, FL",4/1/2020,362,2,0
FL,Holmes,Florida,US,"Holmes, FL",4/1/2020,1,0,0
FL,Indian River,Florida,US,"Indian River, FL",4/1/2020,35,0,0
FL,Jackson,Florida,US,"Jackson, FL",4/1/2020,4,0,0
FL,Jefferson,Florida,US,"Jefferson, FL",4/1/2020,0,0,0
FL,Lafayette,Florida,US,"Lafayette, FL",4/1/2020,0,0,0
FL,Lake,Florida,US,"Lake, FL",4/1/2020,71,0,0
FL,Lee,Florida,US,"Lee, FL",4/1/2020,235,6,0
FL,Leon,Florida,US,"Leon, FL",4/1/2020,32,0,0
FL,Levy,Florida,US,"Levy, FL",4/1/2020,2,0,0
